name,address,lat,lng,price_adult,open_hours,closed_days,phone
押上温泉 大黒湯,東京都墨田区横川３−１２−１４,35.7050025,139.813623799999,550,１５：００−翌朝１０：００土曜は１４時から、日・祝日は１３時から営業,火曜祝日の場合は翌日休,03-3622-6698
寺島浴場,東京都墨田区東向島６−３４−１８,35.7246458,139.821005799999,550,１６：００－２３：００、土・日曜１５：００－２３：００,月曜、火曜,03-3611-6755
ニュー松の湯,東京都江東区東陽３−１２−１１,35.6702149,139.809746799999,550,１５：００−２２：３０,月曜祝日は翌日休,03-3644-6064
第二久の湯,東京都江東区大島１−３６−６,35.6873602,139.82582,550,１５：００−２２：００,木曜,03-3637-1226
喜楽湯,東京都江東区南砂４−１５−１９,35.6723789,139.830797299999,550,１６：００−２２：３０,土曜,03-3644-3803
若松湯,東京都足立区中央本町２−１９−１１,35.7704373,139.8100785,550,１５：００−２４：００,金曜,03-3886-5230
星谷浴泉,東京都足立区扇１−３４−３,35.7633599,139.7773457,550,１５：３０−２３：００,月曜,03-3890-1786
大平湯,東京都足立区青井６−２１−３,35.7779419,139.8141057,550,１４：３０−２３：５５、日曜は８：００−１２：００／１５：００−２３：５５,月曜祝日は翌日休,03-3887-4564
アクアガーデン栄湯,東京都葛飾区東四つ木３−４５−７,35.7304511,139.8400924,550,１７：００−２２：００、日・祝日１７：００−２１：３０,月曜、火曜,03-3692-5206
興和浴場,東京都葛飾区鎌倉４−１７−１４,35.7496321,139.8796598,550,１５：２０−２３：３０,木曜,03-3658-8359
第一日立湯,東京都葛飾区亀有５−４８−１２,35.7690855,139.8493555,550,男湯１６：００−２２：００（最終入店２１：３０）、女湯１６：００−２１：４５（最終入店２１：００）,月曜祝日は営業,03-3605-0532
さつき湯,東京都葛飾区東堀切３−２７−９,35.7532151,139.839085399999,550,１５：１５−２３：００,月曜,03-3602-1447
金泉湯,東京都江戸川区平井７−１７−３６,35.7144995,139.8386461,550,１５：００−２２：００,月曜祝日は翌日休み,03-3612-0582
竹の湯,東京都江戸川区篠崎町４−２１−１５,35.6994762,139.912153699999,550,１６：００−２２：００（最終入店は２１：３０）,月曜振替休日は営業,03-3677-5036
庄楽の湯,東京都江戸川区上篠崎２−１２−１６,35.712288,139.9033566,550,１４：３０−２２：００（最終入店２１：３０）,木曜、第１・第３・第５水曜,03-3679-3722
竹の湯,東京都新宿区改代町２,35.7065396,139.734606999999,550,１５：００−２２：３０,金曜、土曜,03-3268-8544
金沢浴場（休業中）,東京都新宿区新宿７−２２−１１,35.700059,139.710278799999,550,１４：００−２３：００,火曜,03-3203-6784
三の輪湯,東京都新宿区上落合３−３１−２,35.713801,139.6819728,550,１５：３０−２５：００,月曜、第２・第４火曜,03-3368-2661
渋谷笹塚温泉 栄湯,東京都渋谷区笹塚２−９−５,35.6756885,139.6687144,550,１５：００−２４：００、第１・３日曜 １３：００−２４：００（最終受付は閉店の３０分前まで）,水曜、木曜,03-3377-3369
アクア東中野,東京都中野区東中野４−９−２２,35.7074713,139.685784,550,１５：００−２４：００,月曜祝日は翌日休,03-5330-1126
月の湯,東京都中野区南台２−３０−７,35.6841542,139.670147199999,550,１５：００−２３：００,月曜、火曜,03-3381-8786
弁天湯,東京都杉並区高円寺南３−２５−１,35.7008489,139.645076,550,１５：３０−２５：００,月曜,03-3312-0449
桜湯,東京都杉並区和田３−１１−９,35.6927111,139.6560478,550,１５：３０−２３：３０,木曜,03-3381-8461
金春湯,東京都品川区大崎３−１８−８,35.6174221,139.721636499999,550,月～金曜１５：３０−２４：００、土曜・日曜１０：００−２４：００（入店は３０分前まで）,火曜,03-3492-4150
戸越銀座温泉,東京都品川区戸越２−１−６,35.6147723,139.718603499999,550,１５：００−２５：００日曜、祝日は８：００−１２：００も営業,金曜,03-3782-7400
中延記念湯,東京都品川区旗の台４−１１−２,35.6017067,139.7029748,550,１４：００−２５：００日祝は１０：００−２５：００,年中無休,03-3781-3095
新呑川湯,東京都大田区大森南１−２１−１１,35.5618739,139.7385134,550,１１：００−２３：００,金曜,03-3741-9406
第一相模湯,東京都大田区西六郷２−２９−２,35.5495364,139.707608199999,550,１４：３０−２３：００,月曜,03-3731-1993
都湯,東京都大田区下丸子４−３−１１,35.5720524,139.6829571,550,１４：３０−２４：００,月曜祝日の場合は翌日休,03-3759-7575
八幡浴場,東京都大田区南千束３−１−１３,35.6044198,139.687262199999,550,１６：００−２５：００,金曜第５金曜および祭日の場合は営業,03-3729-4379
駒の湯,東京都世田谷区三軒茶屋２−１７−１３,35.6429507,139.6671323,550,１５：３０−２３：３０,月曜・火曜,03-3421-4513
石川湯,東京都世田谷区北沢３−１２−８,35.6654148,139.670772899999,550,１５：１５−２３：４５,月曜祝日の場合は翌日休,03-3466-4305
栗の湯,東京都世田谷区新町１−３６−６,35.6275911,139.6466457,550,１４：００−２２：００,月曜、火曜、水曜※変更の場合もあるのでSNS等で要確認,03-3702-3305
みどり湯,東京都目黒区緑が丘２−７−１４,35.6090716,139.674035399999,550,１３：００−２２：００,木曜,03-3717-4516
梅の湯,東京都千代田区神田神保町２−８−２,35.6966775,139.7553033,550,１５：００−２２：００,日曜、祝日,03-3261-5897
稲荷湯（神田）,東京都千代田区内神田１−７−３,35.6901591,139.7663695,550,１４：４０−２２：３０,日曜,03-3294-0670
於玉湯,東京都千代田区岩本町２−２−１４,35.6928257,139.7755661,550,１４：３０−１９：３０,月曜、火曜、木曜、金曜、土曜,03-3866-2306
滝野川稲荷湯,東京都北区滝野川６−２７−１４,35.7447078,139.724409199999,550,１５：００−２４：３０,水曜（月に一度連休あり）,03-3916-0523
金春湯,東京都中央区銀座８−７−５,35.6686032,139.761320399999,550,１４：００−２２：００、土曜のみ１４：００−２０：００,日曜、祝日,03-3571-5469
湊湯,東京都中央区湊１−６−２,35.6726505,139.779641399999,550,１５：００−２４：００（最終受付２３：００）,月曜,03-3551-0667
さくら湯,東京都板橋区板橋３−３９−１２,35.7527565,139.713573799999,550,１５：３０−２０：３０,月曜、木曜,03-3961-3196
熊野湯,東京都板橋区志村１−３２−２０,35.7759585,139.690030799999,550,１４：００−２２：００,水曜,03-3960-5861
光徳湯,東京都板橋区徳丸３−１１−１６,35.7705666,139.6554979,550,１５：００−２３：００日曜は８：３０から営業,不定休,03-3933-8740
日の出湯,東京都中央区佃１−６−７,35.6674928,139.7832803,550,１５：００−２４：００,木曜,03-3532-1629
辰巳湯,東京都練馬区桜台４−４２−２,35.740623,139.6568654,550,１４：３０−２４：３０,水曜,03-3994-2680
月島温泉,東京都中央区月島３−４−５−２F,35.6635876,139.7810722,550,１４：３０－２１：３０,第１・第３・第５水曜,03-3531-1126
勝どき湯,東京都中央区勝どき３−９−７,35.657883,139.7741138,550,１５：３０−２２：００,火・日曜（土曜は営業）,03-5560-1019
十思湯,東京都中央区日本橋小伝馬町５−１９,35.690653,139.777105,550,１５：００−２０：００※2026年4月29日～5月31日まで時短営業,日曜,03-6264-9920
辨天湯,東京都台東区浅草橋１−３３−６ 浅草橋シティハイツ１階,35.6985003,139.784951399999,550,１５：３０−２３：００,第２、第４月曜１月１日は休業,03-3864-7100
帝国湯,東京都台東区浅草橋５−２３−６,35.7019665,139.781762599999,550,１５：００−２３：３０,月曜,03-3851-2785
三筋湯,東京都台東区三筋２−１３−２,35.7054413,139.786498299999,550,１５：００−２２：００,月曜、火曜,03-3851-2683
日の出湯,東京都台東区元浅草２−１０−５,35.7106463,139.784286999999,550,１５：００−２３：４０,水曜,03-3841-0969
天然温泉 湯どんぶり栄湯,東京都台東区日本堤１−４−５,35.7254842,139.7987046,550,１４：００−２３：００日曜、祝日は１２：００から営業,水曜,03-3875-2885
曙湯,東京都台東区浅草４−１７−１,35.7182736,139.795435799999,550,プレオープン期間（2025/8/9～22）は15：00−24：008/23以降は6：00−9：00、11：00−25：00,第２火曜,03-3873-6750
アクアプレイス旭,東京都台東区浅草５−１０−５,35.7201762,139.794533,550,１５：００−２５：００,火曜,03-3872-3091
鶴の湯,東京都台東区浅草５−４８−４,35.7206957,139.799138099999,550,１４：００−２３：００,木曜祝日は前日休,03-3872-7753
富士の湯,東京都台東区橋場２−２１−７,35.7277092,139.8053429,550,１４：００−２３：００,金曜,03-3876-9530
燕湯,東京都台東区上野３−１４−５,35.7055686,139.772863,550,６：００～２０：００（最終受付は19時半）,月曜、火曜,03-3831-7305
寿湯,東京都台東区東上野５−４−１７,35.7122211,139.782675899999,550,１１：００−２５：３０（完全閉店）,第３木曜、１月１日・２日,03-3844-8886
宝泉湯,東京都台東区根岸３−１４−１４,35.722359,139.7825615,550,１５：００−２４：００,月曜,03-3875-4126
白水湯,東京都台東区入谷１−２１−１２,35.7209704,139.7866641,550,９：００−２４：００,水曜（祝日の場合は営業）,03-6802-3316
有馬湯,東京都台東区竜泉３−３１−２,35.7265396,139.795221399999,550,１４：００−２３：３０,水曜,03-3873-2978
改栄湯,東京都台東区三ノ輪２−１０−１５,35.7298811,139.7931645,550,月～金曜１４：００−２４：００、土・日曜１２：００−２４：００※最終入場２３：３０,火曜,03-6897-2824
朝日湯,東京都台東区谷中２−１８−７,35.7243496,139.764432299999,550,１０：００−２５：３０,年中無休,03-3821-5849
豊川浴泉,東京都文京区目白台１−１３−１,35.7144662,139.7176746,550,１６：００−２３：３０,月曜、金曜コインシャワー・ランドリーは無休,03-3941-7856
大黒湯,東京都文京区大塚３−８−６,35.7208464,139.7327345,550,１５：３０−２３：３０,月曜、最終火曜,03-3941-5826
ふくの湯,東京都文京区千駄木５−４１−５,35.7279871,139.7566007,550,１１：００−２４：００、土日祝８：００−２４：００,木曜,03-3823-0371
アクアガーデン三越湯,東京都港区白金５−１２−１６,35.6447772,139.7242493,550,１５：３０−２２：００,水曜、金曜、土曜、日曜,03-3473-4126
麻布黒美水温泉 竹の湯,東京都港区南麻布１−１５−１２,35.6514517,139.7342565,550,１５：３０−２３：３０,月、金曜日,03-3453-1446
南青山　清水湯,東京都港区南青山３−１２−３,35.6660299,139.7140107,550,１２：００−２４：００土、日、祝は１２：００−２３：００,金曜,03-3401-4404
鴻の湯,東京都荒川区東日暮里２−２０−１０,35.7316943999999,139.785174699999,550,１５：３０−２２：３０,月曜,03-3801-3011
雲翠泉,東京都荒川区東日暮里３−１６−４,35.7321357,139.780527799999,550,１５：００−２２：００,水曜,03-3801-4126
帝国湯,東京都荒川区東日暮里３−２２−３,35.7307915,139.7811223,550,１５：００−２２：００,月曜,03-3891-4637
黄金湯,東京都荒川区東日暮里３−２７−１０,35.7289221,139.780378,550,１５：００−２３：００,火曜,03-3891-4073
寿湯（休業中）,東京都荒川区東日暮里４−１２−３,35.7277418,139.7825112,550,１５：００−２３：４０,土曜,03-3801-6595
日暮里 斉藤湯,東京都荒川区東日暮里６−５９−２,35.7294023,139.772972999999,550,１４：００−２３：００,金曜,03-3801-4022
千歳湯,東京都荒川区西日暮里４−８−４,35.7334123,139.761979399999,550,１５：３０−２４：００,金曜,03-3828-0229
草津湯,東京都荒川区南千住７−２６−２,35.7356278,139.7992041,550,１５：００−２２：００,火曜,03-3801-5574
藤の湯,東京都荒川区荒川３−１６−４,35.7329275,139.7829137,550,１４：００−２４：００,木曜,03-3807-1569
喜楽湯,東京都荒川区荒川３−５９−１１,35.7341270999999,139.779191699999,550,１５：００−２３：００（入店は22時半まで）,月曜,03-3805-2005
ニュー恵美須,東京都荒川区東尾久４−１７−９,35.7435588,139.7675811,550,１４：３０−２３：００,第１、３月曜,03-3894-7602
尾久ゆ～ランド（休業中）,東京都荒川区東尾久５−２７−５,35.7454031,139.7671533,550,１５：００−２５：００,火曜、水曜、木曜,03-5692-1504
大門湯（休業中）,東京都荒川区東尾久６−１１−２,35.7465144,139.7747053,550,１６：００−２１：００,月曜,03-3895-4668
梅の湯,東京都荒川区西尾久４−１３−２,35.7467721,139.7614231,550,１５：００−２５：００日曜は８：００～１２：００も営業,月曜,03-3893-1695
千代の湯,東京都荒川区西尾久５−２２−１４,35.7487301,139.759173199999,550,１４：００−２３：００,木曜,03-3893-5439
神田湯,東京都荒川区西尾久８−３８−３,35.7512602,139.751607,550,１５：００−２４：００,金曜,03-3893-3413
松の湯（墨田）,東京都墨田区緑３−４−６,35.6932705,139.8050553,550,１５：００−２４：００土曜、日曜は８：００～１３：００も営業,無休,03-3846-8988
幸楽湯（休業中）,東京都墨田区亀沢４−２４−７,35.6989254,139.8058163,550,１５：３０−２１：００,第１、３、４土曜,03-3622-3766
御谷湯,東京都墨田区石原３−３０−８,35.701525,139.804532,550,１５：３０−２６：００（最終入場２５：３０）、日曜１５：００−２４：００（最終入場２３：３０）,月曜祝日の場合は翌日休,03-3623-1695
荒井湯,東京都墨田区本所２−８−７,35.7034332,139.8006583,550,１５：３０−２３：３０,水曜,03-3622-0740
黄金湯,東京都墨田区太平４−１４−６,35.7023278,139.8152737,550,６：００−９：００／１１：００−２４：３０,第２・第４月曜,03-3622-5009
さくら湯,東京都墨田区業平４−６−５,35.7074107,139.814937399999,550,１５：００−２４：００,月曜（祝日の場合は翌日休）,03-3623-6917
薬師湯,東京都墨田区向島３−４６−１０,35.711393,139.809324,550,１５：３０−２６：００,水曜（祝日の場合は要ホームページ確認）,03-3622-1545
おかめ湯,東京都墨田区八広１−１−２,35.7203155,139.8209615,550,１６：３０−２３：１５,月曜,03-3611-4459
三徳湯,東京都墨田区八広６−８−８,35.728429,139.8263468,550,１５：３０−２３：００,土曜,03-3614-1058
電気湯,東京都墨田区京島３−１０−１０,35.716463,139.8225476,550,１５：００−２４：００（最終受付２３：３０）日曜は８：００−１２：００も営業,土曜,03-3610-8998
みまつ湯,東京都墨田区墨田４−９−１２,35.7326203,139.8210417,550,１５：３０−２１：００,土曜,03-3611-7937
田中湯,東京都墨田区墨田５−４６−５,35.734548,139.820066699999,550,１６：００−２３：００（最終入場は２２：２０）,月曜,03-3611-3277
白山湯,東京都江東区枝川１−６−１５,35.6570052,139.803897799999,550,１５：００−２３：３０※最終入館２３：００,土曜,03-3645-0862
金春湯,東京都江東区東陽１−６−９,35.667368,139.809058,550,１５：００−２３：００,木曜,03-3645-2303
辰巳湯,東京都江東区三好１−２−３,35.6798999,139.799692199999,550,１４：００−２４：００、土曜・日曜・祝日１１：００−２４：００（最終入場２３：３０）,月曜（祝日は営業。翌火曜も営業）,03-3641-9436
深川温泉 常盤湯,東京都江東区常盤２−３−８,35.6847382,139.796989599999,550,１２：００−２４：３０最終受付閉店30分前,木曜,03-3631-9649
竹の湯,東京都江東区森下４−９−１８,35.6855381,139.8060331,550,１５：３０−２３：００,土曜,03-3631-5268
猿江 亀の湯,東京都江東区猿江１−１８−９,35.687024,139.811682499999,550,１５：３０−２４：００,土曜,03-3631-5449
隆乃湯,東京都江東区亀戸５−９−７,35.6989672,139.828017,550,１５：０５−２３：３０,木曜,03-3681-5440
富山湯,東京都江東区亀戸６−４９−１４,35.6946123,139.8325416,550,１５：００−２３：００,土曜,03-3681-5912
らかん湯,東京都江東区大島２−３７−７,35.6913736,139.8257783,550,１５：００−２３：００,月曜祝日は営業,03-3684-3775
春の湯,東京都江東区大島７−２５−１４,35.691463,139.841046399999,550,１５：２０−２３：００,月曜,03-5626-1830
竹の湯,東京都江東区北砂３−２５−８,35.6814888,139.8298779,550,１５：３０−２２：３０,火曜,03-3644-0366
亀の湯,東京都江東区北砂４−２０−２５,35.6769006,139.8315833,550,１６：００−２２：３０,月曜,03-3644-6514
文化湯,東京都江東区北砂６−１４−８,35.6843137,139.836977299999,550,１４：００−２２：４５日・祝日は１３：００から営業,月曜祝日は翌日休,03-3644-7418
藤の湯,東京都江東区東砂３−１８−１７,35.6806837,139.841365799999,550,１４：３０−２２：３０,木曜,03-3644-7351
不二の湯,東京都江東区東砂８−２０−１６,35.6684019,139.8415769,550,１５：００−２２：３０,月曜、水曜変更の場合事前に告知,03-3644-1771
美登利湯,東京都足立区千住旭町２５−１１,35.7494096,139.809824599999,550,１６：００−２３：３０,火曜、第１・第３金曜,03-3881-6626
梅の湯,東京都足立区千住旭町４１−１１,35.7501843999999,139.8059581,550,１６：００−２３：３０、土曜・日曜・祝日は２３：００まで,不定休（主に日曜）,03-3881-6310
大和湯,東京都足立区柳原２−４３−１,35.7483654,139.812407799999,550,１５：３０−２３：００,水曜,03-3881-6029
金の湯,東京都足立区千住柳町３６−８,35.7550781,139.796364,550,１５：００−２４：００,火曜、第１水曜,03-3881-5869
タカラ湯,東京都足立区千住元町２７−１,35.7559891,139.7942725,550,１５：００−２２：４５（最終入店２２：１５）,第１木曜、金曜,03-3881-2660
曙湯,東京都足立区足立４−２２−３,35.765699,139.8052959,550,１５：００−２３：００,木曜、第１水曜,03-3886-0706
常盤湯（足立）,東京都足立区足立４−２８−８,35.7647297,139.8081568,550,１５：００−２２：００変更の場合事前に掲示板で告知,月曜、火曜,03-3886-0836
明美湯,東京都足立区梅田４−４０−２１,35.7655462,139.792310899999,550,１５：００−２４：００,木曜ただし第５木曜は営業,03-3887-1856
大和湯,東京都足立区島根２−１９−７,35.7814637,139.797818099999,550,１５：４５−２１：００,木曜、第１金曜,03-3883-8395
永泉湯,東京都足立区西新井３−１０−２,35.7879349,139.783710899999,550,１６：００−２２：００,火曜,03-3897-2641
湯処じんのび,東京都足立区西新井６−４３−４,35.7823658999999,139.7769172,550,１４：００−２４：００日曜は１２時から営業,月曜,03-3890-8417
おきもと湯,東京都足立区西新井本町４−２９−２４,35.7739086,139.775220399999,550,１６：００−２２：３０,月曜,03-3898-8626
竹の湯,東京都足立区関原１−９−１３,35.7647296,139.7883974,550,１４：５０−２３：３０,火曜、水曜,03-3887-1501
堀田湯,東京都足立区関原３−２０−１４,35.7717454,139.788994199999,550,平日１４：００−２４：００、土曜・日曜・祝日８：００−２４：００,第２木曜,03-3852-4126
岡田湯,東京都足立区関原３−４３−２,35.771226,139.785413999999,550,１４：００−２３：４５,月曜,03-3886-3444
江北湯,東京都足立区江北２−２７−６,35.770006,139.7649159,550,１５：００−２３：００,金曜,03-3890-0268
玉の湯,東京都足立区綾瀬２−３７−４,35.7598306999999,139.829360899999,550,１５：００−２２：００,金曜、第１木曜,03-3602-2430
富士の湯,東京都足立区東和４−１５−１０,35.7735735,139.840533999999,550,１４：４５−２３：３０,火曜祝日は営業,03-3628-8550
松乃湯,東京都足立区保木間５−５−１０,35.8026695,139.802058799999,550,１５：３０−２１：００,水曜祝日の場合は翌日休,03-3884-1930
寿湯,東京都葛飾区東四つ木４−１９−１４,35.7331454,139.8387896,550,１５：１０−２３：３０,金曜,03-3697-4497
富の湯,東京都葛飾区立石２−１９−６,35.7378394,139.8405308,550,１５：００−２２：３０,月曜,03-3693-7809
成弘湯,東京都葛飾区立石６−３２−１９,35.7431525999999,139.852690199999,550,１５：００−２３：００,金曜,03-3697-6843
アクアドルフィンランド,東京都葛飾区立石７−１６−３,35.740889,139.8499656,550,１５：００−２４：００,木曜祝日は営業,03-3693-2641
喜久の湯,東京都葛飾区東立石２−２１−１６,35.7327926,139.8507133,550,１５：００−２３：００,金曜,03-3691-3981
末広湯,東京都葛飾区宝町１−２−３０,35.740767,139.836342,550,１６：００−２３：００,火曜,03-3693-3310
金町湯,東京都葛飾区金町５−１４−９,35.7683521,139.865862699999,550,１６：００−２２：００（最終受付２１：３０）,水曜、木曜、金曜,03-6326-3805
栄湯（葛飾）,東京都葛飾区高砂８−１５−１２,35.7553287,139.8675272,550,１６：００−２３：００,月曜、第2・4火曜,03-3607-1427
富士の湯,東京都葛飾区亀有２−５−７,35.7578202,139.8497451,550,１５：３０−２２：００,木曜,03-3602-3797
ゆートピア２１,東京都葛飾区亀有３−３０−１２,35.7656053,139.8489836,550,１６：００−２４：００,土曜,03-3602-5574
日の出湯,東京都葛飾区堀切１−１５−７,35.7412972,139.8276404,550,１５：３０−１９：００,火曜、金曜,03-3697-3610
富士の湯,東京都葛飾区堀切４−５８−２６,35.7493099,139.8266704,550,１５：３０−２２：００,金曜、土曜,03-3602-2754
寿湯,東京都葛飾区堀切６−８−６,35.7519485,139.8302642,550,１４：３０−２２：３０,水曜,03-3602-3586
吉の湯,東京都葛飾区堀切６−３３−５,35.7532621,139.8278227,550,１４：００−２２：００,火曜,03-3604-1401
美吉湯,東京都葛飾区東堀切２−２２−１３,35.7515402999999,139.8371663,550,１５：３０−２２：００,火曜,03-3602-3391
第四富士の湯（休業中）,東京都葛飾区宝町２−１１−８,35.7460466,139.835475299999,550,１５：３０−２２：００,金曜,03-3697-1925
辰己湯,東京都江戸川区平井１−１４−１,35.7024341,139.8492373,550,１５：００−２３：３０,水曜不定休あり,03-3684-8211
千代の湯（休業中）,東京都江戸川区平井４−１９−７,35.7051033,139.8486011,550,１４：００−２２：００,土曜、第１・第３火曜,03-3681-3240
吉野湯,東京都江戸川区平井４−２３−２,35.7071586,139.846265099999,550,１５：００−２４：００２４時までに退出してください,月曜、第１・第３火曜,03-3681-6833
中の湯,東京都江戸川区平井６−４２−１１,35.7105527,139.8439041,550,１５：００−２３：３０（入店受付２３：００まで）,金曜,03-3612-1004
つるの湯,東京都江戸川区船堀２−１１−１６,35.6834174,139.8596697,550,１５：３０−２４：００（最終入店２３：１５）,水曜,03-3689-0676
乙女湯,東京都江戸川区船堀７−３−１３,35.6784602,139.8689441,550,１５：００−２３：００日・祝日１４：００～２３：００,月曜祝日は翌日休,03-3689-1854
宝来湯,東京都江戸川区江戸川６−１２−１６,35.6752917,139.877046299999,550,１７：００−２２：００,日曜、水曜,03-3680-7016
小島湯（休業中）,東京都江戸川区西葛西１−７−３,35.6733238,139.8526398,550,１５：３０−２２：００,土曜・不定休,03-3680-0942
第二寿湯（休業中）,東京都江戸川区江戸川１−１０−２３,35.688043,139.903472,550,１６：００−２３：００,金曜,03-3670-6195
仁岸湯,東京都江戸川区中央２−７−２,35.7079319,139.8724456,550,１４：３０−２３：００,火曜,03-3652-2307
菅原湯,東京都江戸川区中央４−１９−２４,35.7152922,139.873098,550,１５：３０−２２：００,月曜,03-3651-1062
みどり湯,東京都江戸川区東小岩１−１７−１８,35.7217279,139.8923681,550,１５：００−２２：００,月曜祝日は営業,03-3659-5873
亀の湯,東京都江戸川区東小岩４−３３−１６,35.730546,139.890031799999,550,１５：３０−２２：００,水曜、木曜,03-3658-6927
友の湯,東京都江戸川区東小岩５−１−３,35.7293267,139.887595899999,550,１３：００−２４：００※最終受付２３：３０,火曜,03-3659-8160
島田浴場,東京都江戸川区南小岩４−６−５,35.72135,139.884290999999,550,１５：００−２２：００,土曜,03-3658-8147
イーストランド,東京都江戸川区西篠崎２−２３−１,35.7112546,139.897004199999,550,１４：３０−２３：００,月曜、第１・第３火曜,03-3670-0945
武蔵湯,東京都江戸川区西小岩１−６−１６,35.7304098,139.8766497,550,１４：００−２４：００,月曜祝日は翌日休,03-3673-4126
吉野湯,東京都江戸川区西小岩３−３６−２０,35.7379227,139.8789103,550,１５：００−２２：３０（完全閉店）,金曜、土曜,03-3657-3644
地蔵湯,東京都江戸川区北小岩２−１２−１１,35.7412916,139.883907,550,１５：３０−２２：３０,土曜,03-3657-3371
鶴の湯,東京都江戸川区北小岩７−４−１６,35.7444772,139.8895898,550,１５：００−２３：００（最終入店２２：３０）,水曜,03-3658-5378
熱海湯,東京都新宿区神楽坂３−６,35.70056,139.740557,550,１４：４５−２４：００,土曜,03-3260-1053
第三玉の湯,東京都新宿区白銀町１−４,35.7029151,139.738415199999,550,１５：００−２５：３０,水曜,03-3260-9326
柳湯,東京都新宿区市谷柳町２５番地,35.6989735,139.7267189,550,１４：３０−２３：００,月曜、第２・４金曜,03-6265-0260
弁天湯,東京都新宿区余丁町５−１,35.6954903,139.7148813,550,１４：３０−２５：００,水曜祝日は翌日休,03-3357-7370
大星湯,東京都新宿区市谷台町１８−３,35.6945099,139.717325599999,550,１５：００−２３：４５,月曜銭湯の日、しょうぶ湯、ゆず湯は営業,03-3351-7625
東宝湯,東京都新宿区新宿７−１１−５,35.698351,139.712006,550,１５：００−２４：００,金曜・第１木曜,03-6228-0993
万年湯,東京都新宿区大久保１−１５−１７,35.7010476,139.703424,550,１５：００−２４：００,土曜,03-3200-4734
金泉湯,東京都新宿区西早稲田２−１６−２０,35.7097886,139.7124032,550,１４：３０−２２：００,月曜,03-3203-2427
世界湯,東京都新宿区高田馬場３−８−３１,35.7147265,139.699704399999,550,１５：００−２５：００,木曜,03-3371-2409
新宿落合温泉 松の湯,東京都新宿区上落合３−９−１０,35.71156091884027,139.6836200502662,550,１５：３０−２４：００（最終入場２３：３０）,土曜,03-3368-2352
福の湯,東京都新宿区下落合４−２５−１０,35.7217338,139.6947573,550,１６：００−２４：００,月曜,03-3951-5925
ゆ～ザ中井,東京都新宿区中落合１−１３−８,35.7160593,139.689010999999,550,１５：００−２５：００,木曜,03-3951-1289
栄湯,東京都新宿区西落合２−６−２,35.7205523,139.6782195,550,１５：００−２４：００,月曜、金曜,03-3953-6562
改良湯,東京都渋谷区東２−１９−９,35.6531702,139.709491999999,550,１２：００−２３：３０（最終入場受付２３：００）,土曜,03-3400-5782
宝来湯,東京都渋谷区恵比寿３−３９−５,35.6438216,139.720841299999,550,１６：００−２２：００,土曜,03-3440-4700
広尾湯,東京都渋谷区広尾５−４−１６,35.6507347,139.721896499999,550,１５：００−２４：００,水曜,03-3473-0624
さかえ湯,東京都渋谷区東１−３１−１９,35.6545449,139.7063312,550,１５：３０−２５：００女湯は２４：３０まで,金曜（銭湯の日、しょうぶ湯、ゆず湯は営業）,03-3407-1207
観音湯,東京都渋谷区幡ケ谷２−４６−７,35.6792216,139.676469099999,550,１４：００−２４：００,不定休,03-3377-5349
第二かねき湯,東京都渋谷区本町１−３１−２,35.6809493,139.6808326,550,１６：００−２２：００,月曜,03-3377-2088
