name,url,price_adult,address,phone,closed_days,open_hours,lat,lng
辰巳湯,https://www.1010.or.jp/map/item/item-cnt-172,550,東京都江東区三好１−２−３,03-3641-9436,月曜（祝日は営業。翌火曜も営業）,１４：００−２４：００、土曜・日曜・祝日１１：００−２４：００（最終入場２３：３０）,35.6798999,139.799692199999
深川温泉 常盤湯,https://www.1010.or.jp/map/item/item-cnt-173,550,東京都江東区常盤２−３−８,03-3631-9649,木曜,１２：００−２４：３０最終受付閉店30分前,35.6847382,139.796989599999
竹の湯,https://www.1010.or.jp/map/item/item-cnt-174,550,東京都江東区森下４−９−１８,03-3631-5268,土曜,１５：３０−２３：００,35.6855381,139.8060331
猿江 亀の湯,https://www.1010.or.jp/map/item/item-cnt-175,550,東京都江東区猿江１−１８−９,03-3631-5449,土曜,１５：３０−２４：００,35.687024,139.811682499999
隆乃湯,https://www.1010.or.jp/map/item/item-cnt-178,550,東京都江東区亀戸５−９−７,03-3681-5440,木曜,１５：０５−２３：３０,35.6989672,139.828017
富山湯,https://www.1010.or.jp/map/item/item-cnt-179,550,東京都江東区亀戸６−４９−１４,03-3681-5912,土曜,１５：００−２３：００,35.6946123,139.8325416
らかん湯,https://www.1010.or.jp/map/item/item-cnt-181,550,東京都江東区大島２−３７−７,03-3684-3775,月曜祝日は営業,１５：００−２３：００,35.6913736,139.8257783
春の湯,https://www.1010.or.jp/map/item/item-cnt-183,550,東京都江東区大島７−２５−１４,03-5626-1830,月曜,１５：２０−２３：００,35.691463,139.841046399999
竹の湯,https://www.1010.or.jp/map/item/item-cnt-184,550,東京都江東区北砂３−２５−８,03-3644-0366,火曜,１５：３０−２２：３０,35.6814888,139.8298779
亀の湯,https://www.1010.or.jp/map/item/item-cnt-186,550,東京都江東区北砂４−２０−２５,03-3644-6514,月曜,１６：００−２２：３０,35.6769006,139.8315833
文化湯,https://www.1010.or.jp/map/item/item-cnt-188,550,東京都江東区北砂６−１４−８,03-3644-7418,月曜祝日は翌日休,１４：００−２２：４５日・祝日は１３：００から営業,35.6843137,139.836977299999
藤の湯,https://www.1010.or.jp/map/item/item-cnt-192,550,東京都江東区東砂３−１８−１７,03-3644-7351,木曜,１４：３０−２２：３０,35.6806837,139.841365799999
不二の湯,https://www.1010.or.jp/map/item/item-cnt-194,550,東京都江東区東砂８−２０−１６,03-3644-1771,月曜、水曜変更の場合事前に告知,１５：００−２２：３０,35.6684019,139.8415769
美登利湯,https://www.1010.or.jp/map/item/item-cnt-195,550,東京都足立区千住旭町２５−１１,03-3881-6626,火曜、第１・第３金曜,１６：００−２３：３０,35.7494096,139.809824599999
梅の湯,https://www.1010.or.jp/map/item/item-cnt-196,550,東京都足立区千住旭町４１−１１,03-3881-6310,不定休（主に日曜）,１６：００−２３：３０、土曜・日曜・祝日は２３：００まで,35.7501843999999,139.8059581
大和湯,https://www.1010.or.jp/map/item/item-cnt-198,550,東京都足立区柳原２−４３−１,03-3881-6029,水曜,１５：３０−２３：００,35.7483654,139.812407799999
金の湯,https://www.1010.or.jp/map/item/item-cnt-203,550,東京都足立区千住柳町３６−８,03-3881-5869,火曜、第１水曜,１５：００−２４：００,35.7550781,139.796364
タカラ湯,https://www.1010.or.jp/map/item/item-cnt-204,550,東京都足立区千住元町２７−１,03-3881-2660,第１木曜、金曜,１５：００−２２：４５（最終入店２２：１５）,35.7559891,139.7942725
曙湯,https://www.1010.or.jp/map/item/item-cnt-206,550,東京都足立区足立４−２２−３,03-3886-0706,木曜、第１水曜,１５：００−２３：００,35.765699,139.8052959
常盤湯（足立）,https://www.1010.or.jp/map/item/item-cnt-207,550,東京都足立区足立４−２８−８,03-3886-0836,月曜、火曜,１５：００−２２：００変更の場合事前に掲示板で告知,35.7647297,139.8081568
明美湯,https://www.1010.or.jp/map/item/item-cnt-209,550,東京都足立区梅田４−４０−２１,03-3887-1856,木曜ただし第５木曜は営業,１５：００−２４：００,35.7655462,139.792310899999
大和湯,https://www.1010.or.jp/map/item/item-cnt-211,550,東京都足立区島根２−１９−７,03-3883-8395,木曜、第１金曜,１５：４５−２１：００,35.7814637,139.797818099999
永泉湯,https://www.1010.or.jp/map/item/item-cnt-212,550,東京都足立区西新井３−１０−２,03-3897-2641,火曜,１６：００−２２：００,35.7879349,139.783710899999
湯処じんのび,https://www.1010.or.jp/map/item/item-cnt-213,550,東京都足立区西新井６−４３−４,03-3890-8417,月曜,１４：００−２４：００日曜は１２時から営業,35.7823658999999,139.7769172
おきもと湯,https://www.1010.or.jp/map/item/item-cnt-214,550,東京都足立区西新井本町４−２９−２４,03-3898-8626,月曜,１６：００−２２：３０,35.7739086,139.775220399999
竹の湯,https://www.1010.or.jp/map/item/item-cnt-216,550,東京都足立区関原１−９−１３,03-3887-1501,火曜、水曜,１４：５０−２３：３０,35.7647296,139.7883974
堀田湯,https://www.1010.or.jp/map/item/item-cnt-218,550,東京都足立区関原３−２０−１４,03-3852-4126,第２木曜,平日１４：００−２４：００、土曜・日曜・祝日８：００−２４：００,35.7717454,139.788994199999
岡田湯,https://www.1010.or.jp/map/item/item-cnt-219,550,東京都足立区関原３−４３−２,03-3886-3444,月曜,１４：００−２３：４５,35.771226,139.785413999999
江北湯,https://www.1010.or.jp/map/item/item-cnt-224,550,東京都足立区江北２−２７−６,03-3890-0268,金曜,１５：００−２３：００,35.770006,139.7649159
玉の湯,https://www.1010.or.jp/map/item/item-cnt-227,550,東京都足立区綾瀬２−３７−４,03-3602-2430,金曜、第１木曜,１５：００−２２：００,35.7598306999999,139.829360899999
富士の湯,https://www.1010.or.jp/map/item/item-cnt-234,550,東京都足立区東和４−１５−１０,03-3628-8550,火曜祝日は営業,１４：４５−２３：３０,35.7735735,139.840533999999
松乃湯,https://www.1010.or.jp/map/item/item-cnt-235,550,東京都足立区保木間５−５−１０,03-3884-1930,水曜祝日の場合は翌日休,１５：３０−２１：００,35.8026695,139.802058799999
寿湯,https://www.1010.or.jp/map/item/item-cnt-241,550,東京都葛飾区東四つ木４−１９−１４,03-3697-4497,金曜,１５：１０−２３：３０,35.7331454,139.8387896
富の湯,https://www.1010.or.jp/map/item/item-cnt-242,550,東京都葛飾区立石２−１９−６,03-3693-7809,月曜,１５：００−２２：３０,35.7378394,139.8405308
